Manufacturer,Price,Body Style,Fuel Efficiency,Engine Volume,Powertrain,License Status,Manufacture Year,Variant,Location,Distance Covered,Gearbox,Owner_Type
Volkswagen,84547.0,other,214,2.0,Other,yes,2007,Caddy,hosseima,6279,Manual,First
Audi,198300.0,sedan,125,2.0,Diesel,yes,2009,A6,sefrou,93450,Manual,Second
Volkswagen,73800.0,sedan,178,,Gas,yes,2004,Passat B5,tanger,20045,Manual,First
Mercedes-Benz,470900.0,hatch,3,,Other,yes,2016,B-Class Electric Drive,hosseima,32586,Automatic,First
BMW,129000.0,crossover,218,3.0,Diesel,no,2006,X5,marrakech,49000,Automatic,Second
Mitsubishi,117800.0,crossover,190,3.0,Gas,yes,2006,Pajero Sport,hosseima,25601,Automatic,First
Mitsubishi,25600.0,vagon,93,2.5,Petrol,no,1997,Galant,Casablanca,74000,Manual,Second
Mitsubishi,58400.0,van,300,1.6,Petrol,yes,2002,Space Star,oujda,66000,Manual,First
BMW,72700.0,sedan,370,2.0,Petrol,yes,1997,320,sefrou,45000,Manual,First
BMW,438989.0,sedan,45,3.0,Petrol,yes,2011,535,oujda,13000,Automatic,First
Volkswagen,26500.0,hatch,111,1.6,Gas,yes,1999,Golf IV,oujda,65000,Manual,First
Volkswagen,239900.0,crossover,136,3.0,Diesel,yes,2008,Touareg,rabat,110000,Manual,First
Mitsubishi,129900.0,crossover,129,2.5,Diesel,yes,2007,Pajero Sport,oujda,107000,Automatic,First
BMW,230000.0,other,130,2.5,Petrol,yes,2006,325,mekness,13460,Manual,First
Mercedes-Benz,127700.0,van,211,2.2,Diesel,yes,2007,Vito,hosseima,56778,Automatic,First
Audi,41350.0,vagon,215,2.5,Diesel,no,2002,A6,tetouan,58000,Manual,First
Volkswagen,191500.0,vagon,160,1.4,Petrol,yes,2011,Passat B7,rabat,79000,Automatic,First
Volkswagen,188103.2,sedan,0,1.6,Petrol,yes,2016,Jetta,Casablanca,90000,Manual,First
BMW,133200.0,sedan,239,3.0,Diesel,yes,2001,730,rabat,95500,Manual,First
Toyota,402700.0,crossover,43,3.0,Diesel,yes,2012,Land Cruiser Prado,sefrou,51000,Manual,First
Volkswagen,26500.0,vagon,232,1.6,Petrol,no,2001,Golf IV,Casablanca,17003,Manual,First
BMW,31100.0,vagon,1,2.0,Diesel,no,2002,320,marrakech,26000,Automatic,Second
BMW,741500.0,crossover,1,2.0,Diesel,yes,2016,X5,Casablanca,27000,Automatic,First
Audi,43000.0,sedan,400,2.0,Petrol,yes,1992,100,sefrou,17377,Manual,First
Mercedes-Benz,70500.0,van,450,2.3,Diesel,yes,1996,Vito,dakhla,144000,Manual,First
Volkswagen,48500.0,sedan,230,2.0,Gas,yes,1996,Passat B4,dakhla,61238,Manual,First
Mercedes-Benz,25400.0,sedan,1,2.0,Petrol,no,2001,C-Class,oujda,69000,Automatic,First
Volkswagen,252000.0,sedan,80,2.0,Other,yes,2011,Passat CC,mekness,68000,Manual,First
Volkswagen,125500.0,van,163,2.5,Diesel,yes,2008,T5 (Transporter),marrakech,52000,Manual,First
Volkswagen,12950.0,van,100,1.6,Diesel,yes,1988,T3 (Transporter),oujda,65000,Manual,Second
Renault,68300.0,van,73,1.5,Diesel,yes,2008,Kangoo,tanger,61717,Automatic,First
Audi,36400.0,vagon,223,2.5,Diesel,no,2001,A6,tetouan,87284,Manual,First
Audi,328989.0,other,90,3.0,Petrol,yes,2011,A5,hosseima,65266,Automatic,First
Volkswagen,111200.0,sedan,129,2.0,Petrol,yes,2006,Passat B6,tanger,24465,Automatic,First
BMW,26700.0,other,287,2.5,Diesel,no,1998,525,oujda,108882,Manual,Second
Audi,29250.0,sedan,450,2.5,Diesel,no,1999,A6,oujda,57309,Manual,First
BMW,237700.0,crossover,125,3.0,Petrol,yes,2007,X5,oujda,93000,Manual,First
Mercedes-Benz,56400.0,other,300,3.2,Gas,yes,1997,E-Class,hosseima,27641,Automatic,Second
Renault,115600.0,vagon,113,1.5,Diesel,yes,2011,Megane,oujda,21000,Automatic,First
Audi,33650.0,vagon,310,2.5,Diesel,no,1999,A6,oujda,30000,Manual,First
Renault,75650.0,vagon,1,1.5,Diesel,yes,2005,Megane,rabat,37000,Automatic,Second
Audi,156300.0,other,80,4.2,Petrol,yes,2004,A8,tetouan,34000,Manual,First
BMW,230000.0,sedan,186,3.0,Petrol,yes,2007,530,hosseima,27413,Automatic,First
Mercedes-Benz,180500.0,van,386,2.2,Diesel,yes,2006,Sprinter 313,Casablanca,88000,Manual,First
Mercedes-Benz,176300.0,van,175,2.2,Diesel,yes,2010,Vito,sefrou,86700,Manual,Second
BMW,470900.0,sedan,2,2.0,Petrol,yes,2016,520,oujda,61202,Automatic,First
Audi,768989.0,crossover,21,3.0,Petrol,yes,2015,A6 Allroad,tanger,15369,Automatic,First
Renault,57300.0,van,145,1.5,Other,yes,2010,Kangoo,Casablanca,52576,Manual,First
Renault,56200.0,sedan,160,1.4,Gas,yes,2008,Symbol,mekness,25000,Automatic,First
Audi,28150.0,sedan,300,2.0,Petrol,yes,1987,80,rabat,21107,Manual,First
Mitsubishi,88100.0,sedan,113,2.0,Petrol,yes,2007,Lancer X,dakhla,97000,Automatic,First
Toyota,123300.0,sedan,260,3.5,Gas,yes,2007,Camry,tetouan,45000,Manual,First
Mercedes-Benz,514900.0,other,10,2.2,Diesel,yes,2012,E-Class,hosseima,70963,Manual,First
Volkswagen,33100.0,hatch,118,1.8,Gas,yes,1993,Golf III,rabat,160000,Manual,First
Audi,396100.0,sedan,75,3.0,Diesel,yes,2011,A7,mekness,69000,Manual,First
Renault,170986.1,vagon,0,1.5,Diesel,yes,2016,Dokker,mekness,62178,Manual,First
Mercedes-Benz,143100.0,sedan,160,3.7,Petrol,yes,2003,S 350,tanger,23152,Automatic,First
Volkswagen,262989.0,sedan,0,1.6,Diesel,yes,2016,Jetta,tanger,30279,Manual,First
Mitsubishi,140900.0,crossover,148,3.0,Gas,yes,2008,Pajero Sport,hosseima,26327,Automatic,First
BMW,237700.0,crossover,101,2.5,Gas,yes,2007,X3,tetouan,31000,Automatic,First
Volkswagen,96900.0,other,180,1.9,Diesel,yes,2010,Caddy,tetouan,35503,Manual,First
Toyota,215900.0,sedan,28,1.6,Petrol,yes,2014,Corolla,oujda,120000,Manual,Second
BMW,730500.0,crossover,1,2.0,Diesel,yes,2016,X5,tanger,32189,Manual,First
BMW,118900.0,sedan,375,4.4,Gas,yes,2001,740,hosseima,53442,Manual,First
BMW,92500.0,sedan,284,1.9,Gas,yes,2000,316,tanger,85071,Automatic,First
Mercedes-Benz,248700.0,sedan,125,2.2,Diesel,yes,2010,E-Class,hosseima,44965,Automatic,First
Volkswagen,213500.0,sedan,82,1.8,Petrol,yes,2011,Passat B7,dakhla,51087,Manual,First
Mercedes-Benz,138700.0,van,160,3.0,Diesel,yes,2007,Vito,tanger,32684,Automatic,First
Audi,230000.0,sedan,210,4.2,Petrol,yes,2009,A8,Casablanca,17858,Manual,First
Renault,90300.0,van,217,1.9,Diesel,yes,2004,Trafic,hosseima,18664,Manual,First
Toyota,207450.0,sedan,45,1.8,Petrol,yes,2014,Avensis,oujda,12000,Manual,First
Toyota,111200.0,sedan,122,7.2,Petrol,yes,2011,Corolla,rabat,32000,Manual,First
Mitsubishi,71989.0,sedan,113,1.5,Petrol,yes,2007,Lancer X,marrakech,193000,Manual,Third
Renault,132969.0,vagon,95,1.5,Diesel,yes,2012,Megane,oujda,51366,Manual,First
Mercedes-Benz,215900.0,other,52,1.8,Petrol,yes,2007,SLK 200,agadir,60000,Manual,Second
BMW,854547.0,sedan,8,4.4,Petrol,yes,2014,750,mekness,21000,Automatic,First
Audi,450000.0,crossover,88,4.2,Diesel,yes,2010,Q7,mekness,66000,Manual,First
Audi,244500.0,sedan,99,2.0,Other,yes,2010,A5,rabat,123200,Manual,Second
Renault,69950.0,van,148,1.5,Diesel,yes,2012,Kangoo,tanger,38730,Automatic,First
Mercedes-Benz,1759000.0,other,8,4.6,Petrol,yes,2015,S 500,oujda,78401,Manual,First
Volkswagen,111200.0,van,253,2.5,Diesel,yes,2008,T5 (Transporter),hosseima,14960,Manual,First
Mercedes-Benz,127700.0,sedan,246,5.0,Petrol,yes,2004,S 500,oujda,99593,Manual,First
BMW,70500.0,sedan,298,2.5,Petrol,yes,1998,523,tetouan,20000,Automatic,First
Mercedes-Benz,257500.0,van,170,2.2,Diesel,yes,2011,Vito,tanger,25433,Manual,First
Volkswagen,149793.5,hatch,51,1.4,Petrol,yes,2014,Polo,oujda,70337,Manual,First
Audi,136500.0,sedan,165,2.4,Petrol,yes,2006,A6,hosseima,38593,Automatic,First
BMW,58400.0,sedan,404,2.5,Petrol,yes,1992,525,Casablanca,56000,Manual,First
Toyota,16250.0,hatch,270,1.6,Petrol,yes,1985,Corolla,mekness,48000,Automatic,Second
Mercedes-Benz,34200.0,sedan,198,2.0,Gas,yes,1992,190,sefrou,67714,Manual,First
Toyota,219000.0,crossover,94,4.5,Petrol,yes,2005,Land Cruiser 105,Casablanca,24000,Automatic,First
Audi,38600.0,vagon,250,2.5,Other,yes,1999,A6,Casablanca,1261,Manual,First
Mercedes-Benz,222500.0,sedan,235,2.2,Diesel,yes,2007,E-Class,rabat,65000,Manual,Second
Renault,78400.0,vagon,200,1.5,Diesel,yes,2007,Megane,rabat,77757,Manual,Second
Volkswagen,162900.0,sedan,73,,Petrol,yes,2012,Jetta,tanger,5833,Manual,First
Renault,26500.0,sedan,260,1.79,Petrol,yes,1994,19,tetouan,60000,Automatic,First
Audi,26500.0,sedan,371,2.2,Gas,yes,1987,100,hosseima,38593,Manual,First
Mercedes-Benz,,crossover,0,4.7,Petrol,yes,2016,GLS 500,sefrou,83000,Manual,First
Mitsubishi,141989.0,crossover,140,2.4,Gas,yes,2007,Outlander XL,agadir,52324,Manual,First
Audi,47400.0,sedan,190,2.5,Diesel,no,2003,A6,tetouan,145000,Manual,First
Mitsubishi,103500.0,crossover,140,2.4,Gas,yes,2007,Outlander,mekness,42000,Automatic,First
BMW,53450.0,sedan,1,3.0,Petrol,yes,1996,730,tanger,27313,Automatic,First
Mercedes-Benz,44100.0,sedan,410,2.2,Diesel,yes,1998,E-Class,Casablanca,47200,Manual,First
BMW,493989.0,crossover,87,3.0,Diesel,yes,2011,X6,dakhla,73000,Manual,First
BMW,144200.0,sedan,150,2.2,Petrol,yes,2004,520,tetouan,45000,Manual,First
BMW,940105.0,sedan,10,3.0,Other,yes,2015,6 Series Gran Coupe,dakhla,63000,Automatic,First
Mercedes-Benz,166750.0,sedan,210,2.2,Diesel,yes,2006,E-Class,oujda,83678,Manual,First
Mitsubishi,90300.0,crossover,161,2.0,Petrol,yes,2005,Outlander,hosseima,61221,Automatic,First
Toyota,372450.0,other,65,5.7,Petrol,yes,2013,Tundra,mekness,36676,Manual,First
Audi,81500.0,vagon,240,2.0,Petrol,yes,2002,A4,hosseima,79926,Automatic,First
BMW,97989.0,sedan,221,4.5,Petrol,yes,2002,745,mekness,64000,Manual,First
Toyota,312500.0,crossover,38,2.2,Diesel,yes,2015,Rav 4,hosseima,33915,Manual,First
Audi,,crossover,65,2.99,Diesel,yes,2013,A6 Allroad,mekness,77001,Manual,First
Volkswagen,122750.0,other,159,1.4,Petrol,yes,2010,Golf VI,marrakech,74000,Manual,First
Volkswagen,126800.0,van,230,1.9,Diesel,yes,2009,T5 (Transporter),tanger,57773,Automatic,Second
Mitsubishi,123300.0,crossover,128,2.4,Gas,yes,2008,Outlander,oujda,46000,Manual,First
Renault,82800.0,van,139,1.5,Diesel,yes,2013,Kangoo,Casablanca,47000,Automatic,Second
Volkswagen,83700.0,van,247,1.9,Diesel,yes,2002,T4 (Transporter),tetouan,22000,Manual,First
Toyota,1097000.0,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,mekness,36000,Automatic,Second
Mercedes-Benz,192600.0,sedan,174,4.0,Diesel,yes,2005,S 400,mekness,64103,Automatic,First
Mitsubishi,77500.0,sedan,94,1.6,Petrol,yes,2007,Lancer,rabat,88000,Manual,Third
Mercedes-Benz,829500.0,van,14,2.2,Diesel,yes,2015,V 250,dakhla,73513,Manual,First
BMW,1153989.0,crossover,2,3.0,Diesel,yes,2016,X5,tanger,65367,Automatic,First
BMW,89200.0,sedan,238,3.0,Diesel,no,2004,730,tanger,48105,Manual,First
Toyota,198300.0,crossover,120,2.0,Petrol,yes,2011,Rav 4,tanger,40670,Automatic,Second
Renault,74900.0,sedan,68,1.5,Diesel,yes,2013,Logan,mekness,60000,Manual,First
Renault,160700.0,crossover,61,1.5,Diesel,yes,2013,Duster,tetouan,33425,Manual,First
Mercedes-Benz,,other,0,4.7,Petrol,yes,2016,S 500,Casablanca,58000,Manual,First
BMW,268500.0,crossover,195,4.8,Petrol,yes,2007,X5,sefrou,27000,Automatic,First
Mercedes-Benz,35500.0,sedan,303,2.2,Diesel,no,2000,C-Class,oujda,51000,Automatic,Second
Mercedes-Benz,65000.0,sedan,350,2.0,Diesel,yes,1985,200,rabat,20000,Manual,First
Volkswagen,182700.0,sedan,175,2.0,Petrol,yes,2011,Passat CC,tanger,59138,Manual,First
Mercedes-Benz,1954547.0,crossover,0,5.5,Petrol,yes,2016,G 63 AMG,tanger,51019,Manual,First
Audi,155200.0,vagon,200,2.7,Diesel,yes,2006,A6,Casablanca,36000,Automatic,First
BMW,29250.0,vagon,254,2.8,Gas,no,1997,528,hosseima,51612,Manual,First
Audi,133200.0,sedan,130,2.4,Petrol,yes,2006,A6,oujda,68764,Manual,First
Mercedes-Benz,323500.0,sedan,37,1.8,Petrol,yes,2012,E-Class,oujda,69000,Manual,First
Toyota,195185.0,crossover,240,2.7,Gas,yes,2007,Land Cruiser Prado,oujda,77076,Manual,First
Renault,76200.0,vagon,224,1.5,Diesel,yes,2004,Megane,sefrou,17000,Automatic,Second
Volkswagen,83700.0,other,290,,Diesel,yes,2000,T4 (Transporter),rabat,54000,Automatic,First
Renault,94700.0,hatch,21,1.6,Petrol,yes,2011,Sandero,marrakech,46000,Manual,First
BMW,96900.0,sedan,256,2.2,Petrol,yes,2002,5 Series,hosseima,42831,Manual,First
Toyota,87200.0,crossover,200,2.0,Gas,yes,2002,Rav 4,hosseima,29813,Automatic,Second
BMW,126800.0,crossover,210,3.0,Diesel,no,2006,X5,rabat,95000,Automatic,Second
Audi,20450.0,sedan,320,19.0,Other,no,1996,A4,oujda,107000,Manual,First
Mercedes-Benz,1703989.0,crossover,0,4.6,Petrol,yes,2016,GLS 500,mekness,63777,Manual,First
Mercedes-Benz,23400.0,sedan,237,3.8,Petrol,yes,1983,S 350,Casablanca,55000,Manual,Second
Volkswagen,51989.0,hatch,131,1.4,Petrol,yes,2002,Polo,rabat,108000,Manual,Second
Volkswagen,195900.0,crossover,167,3.0,Diesel,yes,2007,Touareg,oujda,14000,Automatic,First
BMW,103500.0,sedan,315,2.5,Diesel,yes,2001,525,tanger,83274,Manual,First
Volkswagen,105700.0,sedan,201,2.0,Petrol,yes,2007,Passat B6,oujda,26000,Automatic,First
Renault,89200.0,vagon,180,1.6,Gas,yes,2010,Kangoo,dakhla,95936,Manual,First
Toyota,54000.0,crossover,289,2.0,Diesel,no,2003,Rav 4,dakhla,60500,Manual,First
Audi,92500.0,sedan,253,2.5,Diesel,yes,2001,A6,hosseima,36700,Manual,First
Toyota,194450.0,sedan,87,2.4,Petrol,yes,2010,Camry,dakhla,105000,Manual,Second
Mercedes-Benz,,van,300,2.3,Diesel,yes,1996,Vito,hosseima,61517,Automatic,First
Mercedes-Benz,647989.0,crossover,0,2.2,Diesel,yes,2016,GLC-Class,oujda,42939,Automatic,First
Toyota,161800.0,crossover,150,,Gas,yes,2006,Land Cruiser Prado,sefrou,179032,Manual,First
Renault,113950.0,van,106,2.0,Diesel,yes,2013,Trafic,tanger,92056,Manual,First
Volkswagen,207450.0,crossover,149,3.0,Diesel,yes,2008,Touareg,agadir,55100,Automatic,First
Mercedes-Benz,92500.0,van,281,2.2,Diesel,yes,2004,Vito,marrakech,50000,Manual,First
Mercedes-Benz,604000.0,crossover,127,5.5,Petrol,yes,2008,G 55 AMG,Casablanca,15590,Manual,First
Volkswagen,298200.0,crossover,1,2.0,Diesel,yes,2015,Tiguan,Casablanca,42000,Automatic,First
BMW,312700.0,sedan,160,3.0,Petrol,yes,2011,528,tetouan,98000,Manual,Second
Volkswagen,46300.0,hatch,217,1.6,Gas,yes,1997,Golf III,agadir,65000,Manual,First
Volkswagen,30000.0,sedan,240,1.8,Petrol,yes,1991,Jetta,tanger,59254,Manual,Second
BMW,32000.0,sedan,190,2.0,Petrol,no,2000,520,oujda,44738,Manual,First
Mitsubishi,106800.0,sedan,81,2.0,Petrol,yes,2009,Lancer X,tetouan,52000,Automatic,First
Mercedes-Benz,351000.0,crossover,176,3.2,Gas,yes,2003,G 320,Casablanca,16514,Manual,First
Volkswagen,247600.0,crossover,187,3.0,Diesel,yes,2008,Touareg,rabat,69000,Automatic,First
Audi,,sedan,60,6.3,Petrol,yes,2013,A8,oujda,25058,Automatic,First
Mitsubishi,145300.0,crossover,110,2.4,Gas,yes,2008,Outlander XL,Casablanca,47000,Automatic,First
Toyota,701000.0,crossover,128,4.5,Diesel,yes,2013,Land Cruiser 200,mekness,72425,Manual,Second
Volkswagen,65000.0,van,419,2.4,Diesel,yes,1995,T4 (Transporter),agadir,41000,Manual,First
Mercedes-Benz,28700.0,sedan,337,2.3,Gas,yes,1988,230,tetouan,45000,Automatic,First
Renault,24850.0,vagon,245,1.9,Diesel,no,2003,Laguna,hosseima,26101,Manual,First
Toyota,158500.0,sedan,127,2.4,Gas,yes,2008,Camry,hosseima,58816,Manual,First
Renault,61150.0,hatch,175,99.99,Other,yes,2002,Laguna,mekness,67000,Manual,First
Audi,345500.0,sedan,80,2.0,Petrol,yes,2013,A6,tanger,70374,Manual,First
Volkswagen,27600.0,vagon,288,1.8,Petrol,yes,1990,Passat B3,oujda,75578,Manual,First
Volkswagen,369700.0,van,11,1.4,Petrol,yes,2016,Touran,oujda,202082,Automatic,First
Mercedes-Benz,1208989.0,van,0,2.2,Diesel,yes,2016,V 250,tetouan,52241,Manual,First
Volkswagen,191500.0,sedan,76,1.8,Petrol,yes,2012,Passat B7,rabat,48300,Automatic,First
BMW,341221.0,sedan,117,4.4,Petrol,yes,2010,750,rabat,44865,Manual,First
Volkswagen,173680.0,vagon,139,1.4,Gas,yes,2011,Passat B7,oujda,45122,Manual,First
Volkswagen,92150.0,hatch,150,1.4,Petrol,yes,2008,Golf V,hosseima,14814,Manual,Second
Renault,24300.0,van,200,1.9,Diesel,yes,2002,Kangoo,mekness,44000,Automatic,First
Audi,139800.0,sedan,217,1.8,Petrol,yes,2007,A4,rabat,90000,Manual,First
Audi,72900.0,sedan,327,3.7,Petrol,yes,1997,A8,agadir,35000,Automatic,Second
Volkswagen,241000.0,hatch,40,1.4,Petrol,yes,2013,Golf VII,tetouan,36000,Manual,First
Toyota,162900.0,sedan,106,2.4,Petrol,yes,2008,Camry,tanger,73187,Automatic,First
Volkswagen,276200.0,crossover,78,2.0,Diesel,yes,2012,Tiguan,oujda,158793,Manual,First
Audi,218989.0,crossover,117,4.2,Petrol,yes,2007,Q7,tetouan,48000,Manual,First
Mercedes-Benz,62800.0,van,368,2.2,Diesel,yes,2000,Vito,rabat,121900,Manual,First
Audi,328989.0,sedan,97,3.0,Petrol,yes,2011,S5,oujda,27076,Manual,First
Toyota,224500.0,sedan,105,2.5,Petrol,yes,2013,Camry,marrakech,66000,Manual,First
Renault,48500.0,sedan,305,1.5,Diesel,yes,2004,Megane,Casablanca,56000,Manual,First
BMW,84547.0,other,375,4.0,Diesel,yes,2000,740,oujda,58500,Manual,First
Mercedes-Benz,235500.0,sedan,146,1.8,Gas,yes,2012,E-Class,oujda,11691,Manual,First
Mercedes-Benz,189300.0,sedan,184,1.8,Gas,yes,2008,E-Class,tetouan,6000,Manual,First
BMW,,crossover,0,3.0,Diesel,yes,2015,X6,marrakech,52000,Manual,First
Audi,45200.0,vagon,215,2.5,Diesel,no,2003,A6,tanger,19254,Automatic,First
Volkswagen,96900.0,sedan,62,1.6,Petrol,yes,2012,Polo,tetouan,23000,Manual,First
Toyota,232200.0,crossover,135,4.0,Gas,yes,2007,Land Cruiser Prado,tetouan,11583,Manual,First
Mitsubishi,94700.0,sedan,80,1.5,Petrol,yes,2008,Lancer X,tetouan,31001,Manual,First
Renault,103500.0,van,189,2.0,Diesel,yes,2010,Trafic,mekness,80302,Manual,First
Volkswagen,33500.0,sedan,3,1.8,Petrol,yes,1991,Passat B3,marrakech,37000,Automatic,Third
Mercedes-Benz,1270105.0,crossover,39,3.0,Diesel,yes,2015,G 350,hosseima,56344,Manual,First
Volkswagen,91400.0,van,300,2.5,Diesel,yes,2004,T5 (Transporter),marrakech,24000,Automatic,First
Mercedes-Benz,108989.0,crossover,300,3.2,Petrol,yes,1998,ML 320,Casablanca,15000,Automatic,First
Renault,76000.0,vagon,280,1.5,Diesel,yes,2005,Megane,sefrou,58000,Manual,First
Renault,112300.0,van,138,2.0,Diesel,yes,2011,Trafic,oujda,45000,Automatic,First
Audi,317450.0,crossover,60,2.0,Petrol,yes,2012,Q5,Casablanca,49999,Manual,First
Mitsubishi,79300.0,sedan,112,1.6,Petrol,yes,2008,Lancer,tetouan,50000,Manual,First
Mercedes-Benz,139989.0,van,130,2.2,Diesel,yes,2012,Vito,dakhla,22100,Manual,Second
Toyota,136500.0,sedan,138,3.5,Petrol,yes,2007,Camry,dakhla,60207,Manual,First
BMW,706500.0,crossover,1,2.0,Diesel,yes,2016,X5,mekness,24000,Automatic,Second
Volkswagen,83150.0,other,260,2.0,Diesel,yes,2005,Caddy,tanger,65060,Manual,First
Volkswagen,,van,277,2.5,Diesel,yes,2001,T4 (Transporter),hosseima,44285,Manual,First
Mercedes-Benz,86989.0,van,255,2.2,Diesel,yes,2004,Vito,oujda,40279,Manual,First
Toyota,314700.0,crossover,100,3.5,Petrol,yes,2012,Highlander,Casablanca,78000,Manual,First
Audi,25600.0,sedan,160,2.5,Diesel,no,2002,A6,tanger,47324,Manual,Second
Mercedes-Benz,273989.0,sedan,112,2.2,Diesel,yes,2012,C-Class,marrakech,37000,Manual,First
BMW,68500.0,sedan,300,2.8,Gas,yes,1997,528,oujda,99000,Manual,Second
Toyota,413700.0,crossover,62,3.0,Diesel,yes,2013,Land Cruiser Prado,hosseima,46561,Manual,First
Mercedes-Benz,,crossover,154,3.0,Diesel,yes,2009,ML 320,tetouan,25000,Manual,First
Volkswagen,43000.0,hatch,266,1.9,Diesel,yes,1993,Golf III,rabat,65000,Manual,First
Volkswagen,80800.0,sedan,220,1.8,Gas,yes,2002,Passat B5,Casablanca,67000,Manual,Third
Mitsubishi,51989.0,sedan,60,1.6,Petrol,yes,2007,Lancer,mekness,48454,Manual,Second
BMW,620500.0,crossover,1,2.0,Diesel,yes,2016,X5,Casablanca,56073,Automatic,First
Renault,,van,195,1.5,Diesel,yes,2013,Grand Scenic,tanger,51587,Manual,First
Toyota,160700.0,sedan,141,3.5,Petrol,yes,2008,Camry,tanger,54727,Manual,First
Mitsubishi,76000.0,sedan,180,1.6,Gas,yes,2004,Lancer,marrakech,1331,Automatic,First
Mercedes-Benz,172800.0,other,264,2.2,Other,yes,2009,Vito,hosseima,18592,Manual,First
Audi,39700.0,vagon,290,1.9,Diesel,no,2002,A4,tanger,38310,Manual,First
Mercedes-Benz,299300.0,crossover,185,3.0,Diesel,yes,2008,GL 320,rabat,87900,Manual,First
Renault,39700.0,hatch,310,2.0,Petrol,yes,1996,Laguna,oujda,73500,Manual,First
Volkswagen,113600.0,sedan,118,1.8,Petrol,yes,2008,Passat B6,rabat,125943,Manual,Second
Mercedes-Benz,82547.0,sedan,270,2.8,Gas,yes,1996,S 140,rabat,190000,Manual,Second
Mercedes-Benz,714000.0,other,0,1.6,Petrol,yes,2016,C-Class,oujda,49000,Manual,First
Mercedes-Benz,108989.0,sedan,322,2.7,Diesel,yes,2000,E-Class,hosseima,32542,Manual,First
Volkswagen,108989.0,vagon,161,2.0,Diesel,yes,2008,Passat B6,hosseima,61672,Manual,First
Mercedes-Benz,43000.0,sedan,460,2.0,Petrol,yes,1991,E-Class,mekness,59000,Manual,First
Volkswagen,90300.0,hatch,147,1.6,Gas,yes,2006,Golf Plus,marrakech,150386,Manual,First
BMW,406000.0,crossover,186,5.0,Petrol,yes,2008,X6,oujda,37000,Manual,First
Audi,283900.0,sedan,104,2.8,Petrol,yes,2010,A6,tetouan,38755,Manual,First
Toyota,147500.0,crossover,131,2.4,Gas,yes,2006,Rav 4,Casablanca,21000,Automatic,First
Mitsubishi,78400.0,sedan,148,1.6,Petrol,yes,2008,Lancer,dakhla,53500,Manual,Second
Mercedes-Benz,39700.0,sedan,270,3.5,Petrol,no,2004,S 350,mekness,68000,Manual,First
Volkswagen,24500.0,sedan,488,2.0,Petrol,yes,1991,Passat B3,tanger,27872,Manual,Second
Volkswagen,38600.0,sedan,330,2.8,Gas,yes,1994,Passat B4,dakhla,62691,Manual,First
Toyota,160689.0,sedan,155,,Petrol,yes,2006,Camry,sefrou,70000,Manual,First
BMW,35850.0,vagon,295,2.0,Diesel,no,2002,320,mekness,71000,Automatic,First
Mercedes-Benz,21000.0,sedan,320,2.2,Diesel,no,1998,E-Class,rabat,129000,Automatic,First
Mercedes-Benz,136500.0,van,167,2.2,Diesel,yes,2013,Vito,oujda,150000,Manual,First
BMW,40800.0,sedan,278,2.9,Diesel,no,2001,530,tanger,40318,Automatic,First
Volkswagen,194547.0,van,250,2.0,Diesel,yes,2010,T5 (Transporter),hosseima,61795,Manual,First
Mitsubishi,55100.0,hatch,250,1.3,Gas,yes,2006,Colt,tanger,22732,Automatic,First
Mercedes-Benz,44100.0,sedan,400,2.0,Diesel,yes,1987,190,dakhla,89000,Manual,First
BMW,96350.0,vagon,280,2.5,Diesel,yes,2000,525,Casablanca,131765,Manual,First
Volkswagen,296000.0,sedan,85,2.0,Diesel,yes,2013,Passat CC,rabat,9000,Manual,First
Mercedes-Benz,57500.0,van,285,2.3,Diesel,yes,1999,Vito,Casablanca,74000,Automatic,Second
Volkswagen,162900.0,van,170,1.6,Diesel,yes,2012,Touran,tanger,64637,Manual,First
Renault,124443.89,sedan,0,1.2,Petrol,yes,2016,Logan,rabat,121000,Manual,First
BMW,,crossover,4,4.4,Petrol,yes,2016,X5 M,rabat,45000,Manual,First
Toyota,85889.0,sedan,165,1.8,Gas,yes,2006,Avensis,tanger,49575,Manual,First
Renault,83150.0,van,151,1.5,Diesel,yes,2012,Kangoo,dakhla,108000,Manual,First
Audi,91600.0,sedan,260,2.5,Diesel,yes,2002,A6,rabat,100000,Manual,Second
Toyota,244500.0,sedan,12,2.5,Petrol,yes,2014,Camry,marrakech,45000,Manual,Second
Volkswagen,106800.0,van,220,1.9,Diesel,yes,2008,Caddy,oujda,23228,Manual,First
Toyota,304800.0,sedan,157,3.5,Petrol,yes,2011,Camry,dakhla,47399,Manual,First
BMW,28900.0,sedan,280,2.5,Diesel,no,1997,525,oujda,80430,Manual,Second
Volkswagen,118200.0,van,178,,Diesel,yes,2008,T5 (Transporter),marrakech,11000,Manual,Third
Toyota,109200.0,other,105,1.5,Gas,yes,2005,Scion,Casablanca,63000,Manual,Second
Toyota,114500.0,sedan,82,,Petrol,yes,2010,Corolla,Casablanca,27000,Manual,First
